officename,pincode
CHODUNGARI PDC,385505
Jasali PDC,385330
Kotarwada PDC,385330
Raiya PDC,385330
Surana PDC,385330
Dharnodhar PDC,385310
Ghana PDC,385310
Ghodasar PDC,385310
Jadi PDC,385310
Akoli PDC,385566
Bhakhari PDC,385566
Mavsari PDC,385566
Agthala PDC,385535
Jetda PDC,385535
Kapramota PDC,385535
Rampura Disa PDC,385535
Ranpur Vvas PDC,385535
Saviyana PDC,385535
Tintoda PDC,385535
DHUNSOL PDC,385535
Lunpur PDC,385540
Vasna PDC,385540
Changwada PDC,385520
Dhaniawada PDC,385545
Motimahudi PDC,385545
Vachhadal PDC,385545
Viruna PDC,385545
Dalwana PDC,385421
Ghodiyal PDC,385421
Navisana PDC,385421
Rupal PDC,385421
Navi Sendhani PDC,385421
Khoda PDC,385550
Khodla PDC,385550
Isarva PDC,385555
Charda PDC,385565
Luvana PDC,385565
Bhadrewadi PDC,385560
Badargadh PDC,385410
Gola PDC,385410
Jasleni PDC,385410
Baluntri PDC,385575
Bhachali PDC,385575
Dharadhara PDC,385575
Morikha PDC,385575
Vavdi PDC,385575
Vautha PDC,382225
Ambaliara PDC,382225
Nesda PDC,382225
Kundal PDC,382450
Adroda PDC,382220
Modasar PDC,382220
Ambli PDC,382463
Gogla PDC,382463
Sodhi PDC,382463
Chandisar PDC,382260
Kavitha PDC,382260
Badarkha PDC,382260
Charol PDC,382120
Jaliya PDC,382460
Khasta PDC,382460
Rojka PDC,382460
Salasar PDC,382460
Buranpur PDC,382465
Chekhla PDC,382115
Khanderaopura PDC,382115
Godhavata PDC,382255
Refda PDC,382255
Balsasan PDC,382145
Chuval Dangarva PDC,382145
Virdi PDC,382265
Gangad PDC,382240
Kalyangadh PDC,382240
Bholad PDC,382230
Bhurkhi PDC,382230
Jawaraj PDC,382230
Utelia PDC,382230
Endla PDC,382130
Sher PDC,382130
Vaghada PDC,382130
Chokdi PDC,382250
Tagadi PDC,382250
Zinzar PDC,382250
Chhaniar PDC,382140
Sihor PDC,382140
Alampur PDC,382245
Fangadi PDC,382110
Kunvar PDC,382110
Rethal PDC,382110
Vekaria PDC,382110
Bhojwa PDC,382150
Dhakdi PDC,382150
Jakwada PDC,382150
Joshipura PDC,382150
Junapadhar PDC,382150
Manipur PDC,382150
Rahemalpur PDC,382150
Bol PDC,382170
Chandrasan PDC,382170
Khoda PDC,382170
Giyod PDC,382321
Vasnachaudhary PDC,382321
Prantiya PDC,382355
Valad PDC,382355
Vadvasa PDC,382305
Patna Kuva PDC,382315
Sahebji Na  Muvada PDC,382315
Dolarana Vasna PDC,382320
Motipura PDC,382320
Amrapur Gram Bharti PDC,382650
Vinzol PDC,382445
Serisa PDC,382725
Samau PDC,382810
Lakroda PDC,382835
Ridrol PDC,382835
Itadar PDC,382845
Manekpura PDC,382845
Vagosana PDC,382845
Amja PDC,382735
Soja PDC,382735
Dhamasana PDC,382740
Khadat PDC,382855
Basana PDC,384001
Tareti PDC,384001
Udalpur PDC,384001
Sametra PDC,384001
Bhasaria PDC,384455
Chaluva PDC,384455
Maguna PDC,384410
Nadasa PDC,384410
Palaj PDC,384410
Ambala PDC,384415
Sampawada PDC,384415
Bamosana PDC,384120
Vishol PDC,384135
Kaiyal PDC,384450
Nandasan PDC,384450
Devrasan PDC,384460
Mevad PDC,384460
Punasan PDC,384460
Sanganpur PDC,384460
Jakasana PDC,384421
Mudarda PDC,384421
Dadhial PDC,384305
Kharvada PDC,384305
Balasar PDC,384440
Jasalpur PDC,384440
Kaswa PDC,384440
Lunasan PDC,384440
Vidaj PDC,384440
Bhunav PDC,384130
Mahervada PDC,384130
Agol PDC,384445
Dharampur PDC,384445
Kanzari PDC,384445
Dabhad PDC,384325
Rasulpur PDC,384325
Vadasan PDC,384530
Boriavi PDC,384435
Motap PDC,384412
Jantral PDC,384560
Sundarpur PDC,384560
Ankaliyara PDC,384330
Bedasma Mumanvas PDC,384330
Bhimpura PDC,384330
Anand Bhankhri PDC,384330
Sardarpur PDC,384340
Fuletra PDC,384441
Manipur PDC,384441
Amudh PDC,384170
Bhankhar PDC,384170
Sihi PDC,384170
Tundav PDC,384170
Vanagala PDC,384170
Bamanva PDC,384355
Chhabalia PDC,384355
Kahipur PDC,384355
Sultanpur PDC,384355
Undani PDC,384355
Khandosan PDC,384310
Dabhala PDC,384565
Titodan PDC,384565
Bhavsor PDC,384570
Bilia PDC,384570
Gunja PDC,384315
Kamana PDC,384315
Kunwara PDC,384266
Vamaiya PDC,384266
Dasawada PDC,384266
Rajpur PDC,384266
Sujnipur PDC,384266
Der PDC,384110
Khorsam PDC,384220
Zilia PDC,384225
Bilia PDC,384240
Jasomav PDC,384240
Juna Manka PDC,384240
Katra PDC,384240
Nana PDC,384240
Tarora PDC,384240
Vagosan PDC,384240
Vansa PDC,384240
Sahesa PDC,384290
Sankra PDC,384255
Pindharpura PDC,384229
Pali PDC,384260
Lolada PDC,384241
Taranagar PDC,384241
Chalvada PDC,385340
D RS PDC,385340
Lotia PDC,385340
Masali PDC,385340
Subapura PDC,385340
Islampura PDC,384275
Amrapuara PDC,384245
Bhadrada PDC,384245
Nayka PDC,384245
Ranavada PDC,384245
Samsherpura PDC,384245
Ved PDC,384245
Zilvana PDC,384245
Dantisana PDC,384246
Panchasar PDC,384246
Charanka PDC,385350
Detrana PDC,385350
Garambadi PDC,385350
Jakhotra PDC,385350
Bepadar PDC,384272
Sampra PDC,384272
Dethli PDC,384151
Meloj PDC,384151
Umru PDC,384151
Varsila PDC,384151
Mithi Gariyal PDC,384221
Babra PDC,385360
Bamroli PDC,385360
Gotarka PDC,385360
Korda PDC,385360
Bhilvan PDC,384285
Jangral PDC,384285
Khareda PDC,384285
Laxmipura PDC,384285
Vayad PDC,384285
Vishwamangalam PDC,383002
Katwad PDC,383002
Vatrakgadh PDC,383260
Ankala PDC,383410
Diyoli PDC,383410
Sherpur PDC,383410
Ambaliara PDC,383325
Jitpur PDC,383325
Mau Bhavnath PDC,383245
Nava Bhavnath PDC,383245
Mota Kotda PDC,383421
Moti Isrol PDC,383317
Boral PDC,383330
Deroli PDC,383330
Lank PDC,383330
Madhavgadh PDC,383330
Naranpura Kampa PDC,383310
Navi Shinol PDC,383310
Sika PDC,383310
Barnoli PDC,383335
Bhempoda PDC,383335
Ubharan PDC,383335
Sadha PDC,383030
Shravana PDC,383030
Antroli PDC,383305
Badodara PDC,383305
Tajpur Camp PDC,383305
Lei PDC,383430
Pratappura PDC,383430
Dedhrota PDC,383220
Kanai PDC,383220
Chadasana PDC,383110
Chulla PDC,383440
Khedva PDC,383255
Padardi PDC,383255
Chikhla PDC,383255
Gadi PDC,383462
Jaleti PDC,383462
Pal PDC,383462
Vankda PDC,383462
Galodiya PDC,383275
Khergadh PDC,383275
Bhavanpura Kampa PDC,383316
Itadi PDC,383316
Mota Kantharia PDC,383251
Mahiyapur PDC,383345
Satarda PDC,383345
Bhemapur PDC,383350
Limbodara PDC,383350
Patelna Dhundha PDC,383350
Sisodara A PDC,383350
Undava PDC,383350
Vaniawada PDC,383350
Zarda PDC,383350
Ganeshpur PDC,383315
Mevda PDC,383315
Nathavas PDC,383315
Sakariya PDC,383315
Shinavad PDC,383315
Ambamahuda PDC,383422
Dantral PDC,383422
Delwada PDC,383422
Ganva PDC,383422
Kalikankar PDC,383422
Salera PDC,383422
Sembalia Poshina PDC,383422
Balisana PDC,383205
Lambadiya PDC,383270
Panch Mahuda PDC,383270
Adpodra PDC,383276
Rakhiyal PDC,383276
Sampad PDC,383120
Shampur PDC,383320
Karchha PDC,383355
Napda PDC,383355
Mauchha PDC,383210
Nananpur PDC,383210
Zinzva PDC,383210
Bhanmer PDC,383246
Virpur PDC,383246
Amrapur PDC,383215
Ghadi PDC,383215
Poyda PDC,383215
Ujedia PDC,383215
Vandhiyol PDC,383250
Oda PDC,383230
Khilodia PDC,383307
Lalinomath PDC,383307
Punsari PDC,383307
Mahor PDC,383235
Medh PDC,383235
Raheda PDC,383235
Nankhi PDC,383450
Vagheswari PDC,383450
Rampur Fudeda PDC,383434
Atarsumba PDC,383460
Padela PDC,383460
Saroli PDC,383460
Ukhala Dungri PDC,383460
Vandhol PDC,383460
Keriyanagas PDC,365601
Devaliya PDC,365601
Vadera PDC,365610
Charkha PDC,365421
Kariyana PDC,365421
Kotdapitha PDC,365421
Nilvala PDC,365421
Abhrampara PDC,364522
Jamka PDC,365440
Manekvada PDC,365440
Shilana PDC,365440
Chhatadiya PDC,365630
Devarajiya PDC,365630
Garmali Moti PDC,365630
Jhar PDC,365630
Kerala PDC,365630
Keriyachad PDC,365630
Nadala PDC,365410
Barwala Jam PDC,365435
Derdi J PDC,365435
Bhattvadar PDC,365220
Chhabhadiya PDC,365220
Dhrufaniya PDC,365220
Haripur PDC,365220
Shakhpur PDC,365220
Thnsa PDC,365220
Dadali PDC,365550
Ningla2 PDC,365550
Trakuda PDC,365550
Bordi PDC,365640
Khicha PDC,365640
Kubda PDC,365640
Malsika PDC,365640
Chanchai PDC,365640
Kumbhariya PDC,365555
Ringanvalamota PDC,365555
Sajanvav PDC,365555
Bhuva PDC,364521
Moldi PDC,364521
Bhavrdi PDC,365650
Gidardi PDC,365650
Khadadhar PDC,365650
Bhaniya PDC,365650
Anida PDC,365450
Sanala PDC,365450
Luvariya PDC,365430
Rampur PDC,365430
Shedubhar PDC,365430
Sanaliya PDC,365535
Balelpiparia PDC,365460
Anida PDC,365635
Lakhapadar PDC,365635
Babriyadhar PDC,365560
Dudhala PDC,365640
Trambakpur PDC,365640
Charakhadiya PDC,364515
Bhainsrawali PDC,121101
Kadarpur PDC,122101
Raisina PDC,122102
Moklawas PDC,122413
Sultanpur PDC,122506
TAJ NAGAR PDC,122506
Agon PDC,122104
Hirwari PDC,122104
Rawli PDC,122104
Noorgarh PDC,122504
Jasat PDC,122502
Kakoria PDC,122502
Inchhapuri PDC,122414
Khor PDC,122414
Lokra PDC,122414
Sikohpur PDC,122004
Ferozepur Namak PDC,122107
Kurthala PDC,122107
Tain PDC,122107
Ujina PDC,122107
Jamalpur PDC,122503
Pingwan PDC,122508
Gurgaon Village PDC,122006
Chapera PDC,122103
Ghungola PDC,122103
KherliLala PDC,122103
Koriawas PDC,123001
Krishan Nagar PDC,123001
Dublana PDC,123001
Kamania PDC,123001
Bashirpur PDC,123001
Kanwi PDC,123001
Dhor Kalan PDC,123001
Madhana Kalan PDC,123001
Baghthala PDC,123501
Jhagroli PDC,123034
Pathera PDC,123034
Baldhan Kalan PDC,123411
Lisan PDC,123411
Mundi PDC,123411
Kharkhara PDC,123106
Maheshwari PDC,123106
Nautana PDC,123027
Rambas PDC,123027
Sehlang PDC,123027
Dhawana PDC,123103
Basbatori PDC,123101
Bhotwas Ahir PDC,123101
Bhakli PDC,123302
Kosli R S PDC,123302
Gothra PDC,123102
Bhocharia PDC,123021
Dulat Jat PDC,123021
Kanti PDC,123021
Sarai Bahadur PDC,123021
Khatod PDC,123029
Lilodh PDC,123303
Lookhi PDC,123304
Nayagaon PDC,123303
Nangal Dargu PDC,123023
Guraora PDC,123035
Barda PDC,123024
Nangalmala PDC,123024
Boria Kamalpur PDC,123401
Mastapur PDC,123401
Budhpur PDC,123401
Garhi Bolni PDC,123401
Gokalgarh PDC,123401
Karnawas PDC,123401
Mohdinpur PDC,123401
Gorakhpur PDC,125047
Nangthala PDC,125047
Gawar PDC,125007
CSF Hisar PDC,125011
Khara Kheri PDC,125048
Mahmadpur Rohi PDC,125048
Biana Khera PDC,125121
Jeora PDC,125121
Khedar PDC,125121
Rajli PDC,125121
Sarsod PDC,125121
Kharbala PDC,125042
Kirdhan PDC,125053
Mehuwala PDC,125053
Pili Mandori PDC,125053
Suli Khera PDC,125053
Chandrawal PDC,125111
Chaubara PDC,125111
Dhani Gopal PDC,125111
Dullat PDC,125111
Khajuri Jatti PDC,125111
Sanchla PDC,125111
Akanwali PDC,125106
Manghera PDC,125106
Dhani Majra PDC,125050
Hajrawan Khurd PDC,125050
Nakhatia PDC,125050
Theri PDC,125050
Neoli Kalan PDC,125004
Sarsana PDC,125004
Kharia PDC,125004
Burak PDC,125004
Sundawas PDC,125004
Arya Nagar PDC,125004
Dhanderi PDC,125033
Ghirai PDC,125033
Kharkhara PDC,125042
Khokha PDC,125033
Sindher PDC,125033
Thurana PDC,125033
Sidhani PDC,125133
Sulchani PDC,125038
Ugalan PDC,125038
Kohli PDC,125052
Mohabatpur PDC,125052
Mirzapur PDC,125005
Niyana PDC,125005
Behbalpur PDC,125005
Muzadpur PDC,125037
Haibatpur PDC,125039
Madha PDC,125039
Nara PDC,125039
Sotha PDC,125039
Badalgarh PDC,125051
Chimmon PDC,125051
Hanspur PDC,125051
Kamana PDC,125051
Mohmadpur Sotter PDC,125051
Nangal PDC,125051
Ratta Khera PDC,125051
Sheikhpur Sotter PDC,125051
Bhagana PDC,125044
Nangla PDC,125120
Pirthala PDC,125120
Rainwali PDC,125120
Hassangarh PDC,125113
Kallar Bhaini PDC,125113
Saniana PDC,125113
Surewala PDC,125113
Kusumbhi PDC,125055
Mangala PDC,125055
Nagoki PDC,125078
Thiraj PDC,125078
Asa Khera PDC,125101
Ludesar PDC,125110
Sahuwala ii PDC,125110
Sherpura PDC,125110
Mamera Kalan PDC,125102
Mauju Khera PDC,125102
Poharkan PDC,125102
Karamsana B O PDC,125102
Banwala PDC,125103
Bijuwali PDC,125103
Ghoranwali PDC,125103
Keharwala PDC,125103
Rampur Bishnoian PDC,125103
Gadrana PDC,125201
Rori PDC,125201
Takhatmal PDC,125201
Chatha PDC,125104
Desu Jodha PDC,125104
Habuana PDC,125104
Khuiyana Malkana PDC,125104
Paniwala Mota PDC,125077
PANIHARI PDC,125060
Dudianwali PDC,125075
Nakora PDC,125075
Nathore PDC,125075
Igrah PDC,126102
Pegan PDC,126111
Hathwala PDC,126101
Lajwan Kalan PDC,126101
Thua PDC,126125
Dhakal PDC,126116
Dhanori PDC,126116
Ghason Kalan PDC,126116
Karamgarh PDC,126116
Kharal PDC,126116
Rajgarh Gurthali PDC,126116
Sinsar PDC,126116
Dharamgarh PDC,126112
Didwara PDC,126112
Kheri Khermawati PDC,126112
Nimnabad PDC,126112
Butani PDC,126112
Malar PDC,126112
Buana PDC,126114
Gatauli PDC,126114
Kinana PDC,126114
Barsola PDC,126115
Karsindhu PDC,126115
Kharakbhura PDC,126115
Mohangarh PDC,126115
Sainthali PDC,126152
Bandarala PDC,132039
Jalmana PDC,132039
Karsa Chor PDC,132039
Rahra PDC,132039
Munak PDC,132040
Kalri Jagir PDC,132054
Bastara PDC,132114
Staundi PDC,132114
Arainpura PDC,132114
Hanori PDC,132041
Sanghowa PDC,132041
Chirao PDC,132036
Canal Colony PDC,132001
Barauta PDC,132037
Karsa Dod PDC,132157
Majra Rodan PDC,132157
Raison PDC,132157
Sanwat PDC,132157
Sitamai PDC,132157
Amupur PDC,132024
Brass PDC,132024
Sirsi PDC,132024
Thari PDC,132046
A K G V Mormajra PDC,132046
Ramana Ramani PDC,132116
Saunkra PDC,132116
Sagga PDC,132116
Uchana PDC,132116
Khojkipur PDC,132122
Pardhana PDC,132107
Adyana PDC,132113
Nara PDC,132113
Dadola PDC,132108
Ugra Kheri PDC,132104
Jalalpur PDC,132104
Barana PDC,132104
Dadlana PDC,132140
Karhans PDC,132101
Naraina PDC,132101
Bhagwanpur PDC,136156
Jandola PDC,136156
Lakhmari PDC,136156
Badsui PDC,136034
Balbera PDC,136034
Bhagal PDC,136034
Gaggarpur PDC,136034
Mengran PDC,136034
Mundri PDC,136042
Seonsar PDC,136030
Chammu Kalan PDC,136129
Jalbehra PDC,136129
Rohti PDC,136129
Ajrana Kalan PDC,136130
Budha Khera PDC,136027
Geong PDC,136027
Guhna PDC,136027
Gulyana Songri PDC,136027
Keorak PDC,136027
Nauch PDC,136027
Kailram PDC,136117
Mataur PDC,136117
Sanghan PDC,136117
Simla PDC,136117
Ahun PDC,136021
Sakra PDC,136021
Dhurala PDC,136119
Kamoda PDC,136119
Barwa PDC,136119
Barout PDC,136132
Kalirano PDC,136132
Karora PDC,136043
Diwana PDC,136128
Saina Saida PDC,136128
Sandholi PDC,136128
Bodla PDC,136131
Mandwal PDC,136044
Kharindwa PDC,136135
Tigri PDC,136135
Ladana Chaku PDC,136033
Lowa Kalan PDC,124508
Soldha PDC,124508
Sondhi PDC,124105
Chudani PDC,124504
Rewari Khera PDC,124504
Atail PDC,124501
Bhasro Kalan PDC,124501
Kharhar PDC,124501
Loharheri PDC,124501
Patwapur PDC,124411
Bhambhewa PDC,124021
Kanheli PDC,124021
Pehrawar PDC,124021
Khanpur Khurd PDC,124142
Baghpur PDC,124201
Dhaur PDC,124201
Ritauli PDC,124201
Dhamar PDC,124401
Bilochpura PDC,124109
Bhindawas PDC,124109
Dhandlan PDC,124107
Madana Kalan PDC,124102
Seria PDC,124102
Gurukul Jhajjar PDC,124103
Jahazgarh PDC,124103
Talao PDC,124103
Utlodha PDC,124103
Katesra PDC,124113
Khairari PDC,124113
Nigana PDC,124113
Morekheri PDC,124406
Nandal PDC,124514
Titauli PDC,124514
Sunderpur PDC,124514
Khudan PDC,124108
Jharli PDC,124106
Mundsa PDC,124106
Jahangirpur PDC,124104
Kablana PDC,124104
Bhali Anandpur PDC,124010
Bhurawas PDC,124146
Ghillaur Kalan PDC,124303
Rithal PDC,124303
Jassia PDC,124303
Jindran PDC,124303
Mehlana PDC,131001
Rathdhana PDC,131001
Deepalpur PDC,131021
Dhanana Ahladpur PDC,131304
Tihar Bagru PDC,131022
Gangana PDC,131302
Nizampur PDC,131302
Kurar Brahimpur PDC,131039
Sanpera PDC,131039
Bali Qutubpur PDC,131101
Bari PDC,131101
Bega PDC,131101
Garhi Rajlu PDC,131101
Gumar PDC,131101
Khubru PDC,131101
Chhichrana PDC,131301
Puthi PDC,131301
Rukhi PDC,131301
Janti Kalan PDC,131028
Kundli PDC,131028
Karewari PDC,131024
Khanpur Kalan PDC,131305
Gopalpur PDC,131402
Rohna PDC,131402
Shamri PDC,131306
Jainpur PDC,131027
Pugthala PDC,131102
Balera PDC,176301
Ghatasni PDC,176301
Tunuhatti PDC,176301
Garh PDC,176303
Sudli PDC,176303
Simni PDC,176308
Ail PDC,176316
Ganed PDC,176316
Sanwal PDC,176316
Seikothi PDC,176316
Thaneikothi PDC,176316
Pranghala PDC,176315
Ghatasnipul PDC,176302
Jandrog PDC,176302
Raipur PDC,176302
Nayagram PDC,176326
Ulansa PDC,176309
Chhatrari PDC,176324
Durgathi PDC,176324
Rajera PDC,176318
Rajpura PDC,176318
Sirhkund PDC,176318
Kiani PDC,176318
Karel Punto PDC,176323
Mindhal PDC,176323
Shunudeen PDC,176323
Shour PDC,176323
Churi PDC,176311
Darwin PDC,176311
Janghi PDC,176311
Deola PDC,176321
Himgiri PDC,176321
Lahra PDC,176321
Thalli PDC,176321
Tikrigargh PDC,176321
Jhullara PDC,176319
Kalhel PDC,176319
Sandhi PDC,176319
Bilana PDC,176207
Garnota PDC,176207
Khargata PDC,176207
Basodhan PDC,176314
Palwin PDC,176314
Udaipur PDC,176314
Singi PDC,176314
Athedgwalu PDC,176312
Badka PDC,176330
Dighai PDC,176312
Pantah PDC,176312
Paisa PDC,177114
Bagli PDC,177103
Bari PDC,176502
Bilaspur PDC,176033
Dhar PDC,176033
Kherian PDC,176028
Baggi PDC,176031
Sihorpain PDC,176031
Surani PDC,176031
Nahlian PDC,176030
Digger PDC,176036
Nalsuha PDC,177104
Nihari PDC,177034
Bathra PDC,177112
Sakout PDC,176001
Matour PDC,176001
Kachhiari PDC,176001
Boharkawaloo PDC,176001
Ghurkari PDC,176001
Ghiana Kalan PDC,176001
kaned PDC,176001
Jassai PDC,176054
Jalari PDC,176038
Bandi PDC,176209
Bhadiara PDC,176209
Har PDC,176023
Makrahan PDC,176023
Dadoli PDC,176026
Spail PDC,176026
Jalot PDC,176047
Kawari PDC,176047
Katholi PDC,176027
Ludret PDC,176027
Nerti PDC,176208
Rajol PDC,176208
Dahab PDC,176051
Dhaneti Bhurian PDC,176051
Sukhara Choudrian PDC,176051
Gheen PDC,176029
Palera PDC,176029
Gadrana PDC,176022
Kandor PDC,176022
Dhaloon PDC,176056
Hatli Jamwala PDC,176200
Hangloh PDC,176059
Lahla PDC,176059
Chhanni PDC,176403
Mand Manjwan PDC,176403
Mohatli PDC,176403
Surajpur PDC,176403
Pantehar PDC,176215
Sidhpur PDC,176215
Manai PDC,176210
Surarwan PDC,176401
Rit Lower PDC,176201
Bahi Pathiar PDC,176205
Jaunta PDC,176205
Mastgarh PDC,176205
Bhagsu Nath PDC,176216
Gahin Lagore PDC,176202
Pharer PDC,176064
Bahadpur PDC,176058
Lathial PDC,176058
Khawara PDC,176211
Bhalli PDC,176206
Durgella PDC,176206
Soldha PDC,176225
Kardiana PDC,176052
Nachhir PDC,176061
Kamlehar PDC,176061
Bandla Tea Estate PDC,176061
Rajehar PDC,176061
Bindravan PDC,176061
Banuri PDC,176061
Dhanag PDC,176125
Phattahar PDC,176125
Sakri PDC,176125
Sansal PDC,176125
Majhera PDC,176076
Boda Lower PDC,176083
Malnoo PDC,176083
Gunehar PDC,176077
Gawal PDC,176128
Bhadrol PDC,176101
Paniali PDC,176101
Baidapatt PDC,176086
Jaind PDC,176086
Maharajnagar PDC,176096
Kona PDC,176093
Sanhoon PDC,176093
Saloh PDC,176102
Gharana PDC,176084
Kiarban PDC,176084
Sarhoot PDC,176084
Thandole PDC,176087
Tikker Indorian PDC,176087
Jhikli Bheth PDC,176081
Bachhwai PDC,176107
Salan PDC,176107
Harsour PDC,174305
Chanruhi PDC,177024
Hanoh PDC,177024
Jhiralari PDC,176041
Kathiana PDC,176041
Ropari PDC,176041
Town Bharari Devi PDC,176041
Dhangota PDC,176040
Phagoti PDC,176039
Balh Uttap PDC,177026
Gahli Kohlwin PDC,174405
Mair PDC,174405
Batarli Upperli PDC,174312
Dain PDC,176042
Karer PDC,174311
Kirwin PDC,174311
Chharol PDC,174001
Deoli PDC,174001
Kaulan Wala Toba PDC,174002
Baragoan PDC,174029
Bhakra PDC,174201
Dahad PDC,174034
Bhager PDC,174021
Majhwar PDC,174003
Tantha PDC,174026
Kot PDC,174028
Marhana PDC,174028
Makri PDC,174033
Bharoli Kalan PDC,174035
Malyaur PDC,174004
Talwara PDC,174026
Pater PDC,174026
Bhapral PDC,174027
Gangloh PDC,174030
Jaddu PDC,174030
Jhabola PDC,174030
Koserian PDC,174030
Masiana PDC,177001
Nalti PDC,177001
Karot PDC,176108
Jakhyol PDC,176045
Nagrota Gazian PDC,176045
Ree PDC,177007
Dhanwin PDC,177401
Batran PDC,177042
Kheri PDC,176109
Dho PDC,177025
Tikkar PDC,177025
Amroh PDC,177020
Khiah PDC,177020
Nareli PDC,177020
Kohla PDC,177033
Thathwani PDC,177501
Jol Lambri PDC,176111
Nalahi PDC,176111
Putrial PDC,177045
Booni Nohngi PDC,177048
Barara PDC,177023
Banalag PDC,177022
Tandi BO keylong PDC,175132
Goshal PDC,175132
Yurnath PDC,175132
Koksar PDC,175140
Jobrang PDC,175133
Chimrat PDC,175142
Salugran PDC,175142
Bharai PDC,175101
Bari PDC,175101
Ghaniar PDC,175106
Kotla PDC,175106
Bachoot PDC,175123
Bahu PDC,175123
Gushaini PDC,175123
Kalwari PDC,175123
Mohani PDC,175123
Chheur PDC,175125
Hurla PDC,175125
Khokhan PDC,175125
Prini PDC,175143
Kasladi PDC,175105
Kasol PDC,175105
Baragaon PDC,175129
Fozal PDC,175129
Bran PDC,175131
Chhiyal PDC,175131
Kalath PDC,175131
Bajahara PDC,175134
Banogi PDC,175134
Kotmorse PDC,175001
Alathu PDC,175001
Padhiun PDC,175001
Dudar PDC,175001
Tandgalu PDC,175001
Panarsa PDC,175121
Larji PDC,175121
Bahnu PDC,175033
Barin PDC,175033
Baragraon PDC,175013
Gutkar PDC,175021
Mandal PDC,175021
Ahju PDC,175032
Bag PDC,175032
Gangoti PDC,175032
Mohanghati PDC,175032
Tramat PDC,175032
Kot BO Dharampur PDC,175040
Pehad PDC,175040
Kummi PDC,175006
Tikkar PDC,175006
Gehra PDC,175049
Thona PDC,175049
Balhjoli PDC,175015
Bassi PDC,175015
Majharnoo PDC,175015
Tullah PDC,175015
Katindi PDC,175005
Khadyad PDC,175003
Lagdhar PDC,175003
Saletar PDC,175003
Balhkwar PDC,175016
Binga PDC,175050
Balt PDC,175008
Kapshi PDC,416214
Rethare PDC,416214
Ukhalu PDC,416214
Molawade PDC,416215
Shankarwadi PDC,416232
Shendur PDC,416232
Aralgundi PDC,416220
Ardal PDC,416220
Halewadi PDC,416220
Mumewadi PDC,416220
Zulpewadi PDC,416220
Belawale BK PDC,416221
Khebavade PDC,416221
Ambdas PDC,415605
Bhile PDC,415605
Kadavali PDC,415605
Kalambaste PDC,415605
Teru PDC,415605
Pali(CPN) PDC,415605
Parshuram PDC,415605
Kaluste PDC,415605
Masu PDC,415726
Pacheri Sada PDC,415726
Sada Jambhari PDC,415726
Adkhaltari PDC,415714
Sukondi PDC,415714
Nilavane PDC,415621
Chickalgaon PDC,415712
Dehen PDC,415712
Kangwai PDC,415712
Umbarle PDC,415712
Choravane PDC,415718
Pimpar PDC,415703
Veldur PDC,415703
Chinchavali PDC,415640
Tulshi Khurd PDC,415640
Alsure PDC,415709
Ambaye PDC,415709
Ashti PDC,415709
Kondivali PDC,415709
Nandgaon (Khed) PDC,415709
Sanglat PDC,415709
Anari PDC,415604
Moravane PDC,415604
Ovali PDC,415604
Kulvandi PDC,415715
Shindi PDC,415715
Pimploli PDC,415202
Songaon PDC,415722
Aravali PDC,415608
Kase PDC,415608
Dhutroli PDC,415203
Umroli PDC,415702
Zombadi PDC,415702
Pate Pillavali PDC,415641
Peve PDC,415214
Bamnoli PDC,415701
Borgaon PDC,415701
Mandki PDC,415606
Donavali PDC,415628
Khopad PDC,415628
Mundhe PDC,415602
Malan PDC,415724
Palpene PDC,415724
Pomendi PDC,415724
Shir PDC,415724
Mundhar PDC,415719
Nigundal PDC,415719
Parchuri PDC,415719
Bhopan PDC,415711
Velas PDC,415208
Sakhari Agar PDC,415729
Chinchkhari PDC,415612
Dande Adom PDC,415612
Majgaon PDC,415612
Rajwadi PDC,416707
Talekante PDC,415637
Dasur PDC,416713
Pendkhale PDC,416713
Vadad Hasol PDC,416713
Bhade PDC,416712
Gavane PDC,416712
Ibrahimpattan PDC,416712
Lavgan PDC,416712
Punas PDC,416712
Angavali PDC,415804
Katavali PDC,415804
Kirduve PDC,415804
Sangave PDC,415804
Waingane PDC,415804
Washi Tarf Devrukh PDC,415804
Shivar Ambere PDC,415626
Kapad Gaon PDC,415619
Panval PDC,415619
Zare Wadi PDC,415619
Dale PDC,415805
Holi PDC,415805
Karbhatale PDC,415610
Chafe PDC,415620
Chave PDC,415620
Kespuri PDC,415620
Kolisare PDC,415620
Kondye PDC,415620
Nevare PDC,415620
Ori PDC,415620
Ranpat PDC,415620
Vetoshi PDC,415617
Bhambed PDC,416701
Golawashi PDC,416701
Kelambe PDC,416701
Korle PDC,415802
Kuve PDC,416701
Palu PDC,415802
Niwali PDC,415639
Pangari PDC,415639
Gothane Doniwade PDC,416705
Ajiwali PDC,416704
Bagave Wadi PDC,416704
